,ACRE,ALAGOAS,AMAZONAS,AMAPA,BAHIA,CEARA,DISTRITO FEDERAL,ESPIRITO SANTO,GOIAS,MARANHAO,MINAS GERAIS,MATO GROSSO DO SUL,MATO GROSSO,PARA,PARAIBA,PERNAMBUCO,PIAUI,PARANA,RIO DE JANEIRO,RIO GRANDE DO NORTE,RONDONIA,RORAIMA,RIO GRANDE DO SUL,SANTA CATARINA,SERGIPE,SAO PAULO,TOCANTINS
1575428400,0.0,0.0,208.0,0.0,290.0,0.0,0.0,0.0,29.0,3.0,336.0,538.0,633.0,8.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1090.0
1575429000,0.0,0.0,204.0,0.0,247.0,0.0,0.0,0.0,46.0,21.0,298.0,412.0,751.0,5.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1212.0
1575429600,1.0,0.0,176.0,0.0,230.0,0.0,0.0,0.0,51.0,22.0,264.0,378.0,778.0,1.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1167.0
1575430200,0.0,0.0,126.0,0.0,223.0,0.0,0.0,0.0,62.0,30.0,323.0,456.0,759.0,3.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1116.0
1575430800,0.0,0.0,92.0,0.0,234.0,0.0,0.0,0.0,55.0,26.0,283.0,589.0,771.0,1.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,16.0,1125.0
1575431400,0.0,0.0,76.0,0.0,211.0,0.0,0.0,0.0,62.0,41.0,266.0,533.0,735.0,1.0,0.0,0.0,1.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1193.0
1575432000,0.0,0.0,50.0,0.0,180.0,0.0,0.0,0.0,57.0,69.0,296.0,401.0,765.0,8.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1215.0
1575432600,0.0,0.0,48.0,0.0,195.0,0.0,0.0,0.0,63.0,34.0,239.0,227.0,847.0,8.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1416.0
1575433200,2.0,0.0,43.0,0.0,172.0,0.0,0.0,0.0,69.0,13.0,234.0,122.0,692.0,8.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1271.0
1575433800,0.0,0.0,34.0,0.0,175.0,0.0,0.0,0.0,71.0,17.0,238.0,78.0,602.0,9.0,0.0,0.0,7.0,208.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,994.0
1575434400,0.0,0.0,27.0,0.0,159.0,0.0,0.0,0.0,79.0,22.0,211.0,57.0,555.0,21.0,0.0,0.0,14.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,845.0
1575435000,0.0,0.0,60.0,0.0,155.0,0.0,0.0,0.0,89.0,53.0,229.0,60.0,448.0,43.0,0.0,0.0,7.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0
1575435600,0.0,0.0,65.0,0.0,146.0,0.0,0.0,0.0,110.0,68.0,240.0,36.0,503.0,52.0,0.0,0.0,8.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0
1575436200,0.0,0.0,37.0,0.0,104.0,0.0,0.0,0.0,109.0,70.0,236.0,32.0,479.0,25.0,0.0,0.0,8.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,644.0
1575436800,0.0,0.0,40.0,0.0,105.0,0.0,0.0,0.0,127.0,95.0,209.0,42.0,338.0,31.0,0.0,0.0,4.0,78.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,612.0
1575437400,0.0,0.0,47.0,0.0,90.0,0.0,0.0,0.0,117.0,160.0,196.0,36.0,250.0,29.0,0.0,0.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0
1575438000,0.0,0.0,36.0,0.0,69.0,0.0,0.0,0.0,92.0,179.0,201.0,57.0,236.0,28.0,0.0,0.0,7.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0
1575438600,0.0,0.0,23.0,0.0,90.0,0.0,0.0,0.0,97.0,62.0,159.0,60.0,195.0,25.0,0.0,0.0,9.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0
1575439200,0.0,0.0,19.0,0.0,48.0,0.0,0.0,0.0,94.0,33.0,151.0,40.0,183.0,54.0,0.0,0.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0
1575439800,0.0,0.0,15.0,0.0,64.0,0.0,0.0,0.0,82.0,21.0,144.0,47.0,186.0,87.0,0.0,0.0,8.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0
1575440400,0.0,0.0,15.0,0.0,94.0,0.0,0.0,0.0,82.0,15.0,142.0,88.0,195.0,98.0,0.0,0.0,18.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0
1575441000,0.0,0.0,8.0,0.0,118.0,0.0,0.0,0.0,63.0,21.0,136.0,46.0,152.0,85.0,0.0,0.0,29.0,148.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,552.0
1575441600,0.0,0.0,7.0,0.0,126.0,0.0,0.0,0.0,67.0,45.0,109.0,26.0,110.0,122.0,0.0,0.0,69.0,99.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,492.0
1575442200,0.0,0.0,8.0,0.0,106.0,0.0,0.0,0.0,54.0,17.0,92.0,51.0,117.0,133.0,0.0,0.0,97.0,64.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,458.0
1575442800,0.0,0.0,2.0,0.0,97.0,0.0,0.0,0.0,40.0,19.0,87.0,70.0,105.0,109.0,0.0,0.0,143.0,57.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,551.0
1575443400,0.0,0.0,2.0,0.0,96.0,0.0,0.0,0.0,44.0,17.0,65.0,55.0,93.0,107.0,0.0,0.0,159.0,75.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,513.0
1575444000,0.0,0.0,3.0,0.0,109.0,0.0,0.0,0.0,35.0,46.0,63.0,48.0,87.0,127.0,0.0,0.0,240.0,99.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.0
1575444600,0.0,0.0,9.0,0.0,132.0,0.0,0.0,0.0,35.0,45.0,62.0,14.0,77.0,135.0,0.0,0.0,333.0,137.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,377.0
1575445200,0.0,0.0,12.0,1.0,150.0,0.0,0.0,0.0,37.0,25.0,52.0,4.0,75.0,164.0,0.0,0.0,423.0,266.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,389.0
1575445800,0.0,0.0,9.0,0.0,126.0,0.0,0.0,0.0,34.0,12.0,38.0,6.0,69.0,170.0,0.0,0.0,479.0,159.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,375.0
1575446400,0.0,0.0,21.0,0.0,124.0,0.0,0.0,0.0,24.0,4.0,33.0,4.0,54.0,183.0,0.0,0.0,436.0,135.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,331.0
1575447000,0.0,0.0,35.0,2.0,121.0,0.0,0.0,0.0,37.0,5.0,45.0,19.0,61.0,176.0,0.0,0.0,478.0,123.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,380.0
1575447600,0.0,0.0,20.0,0.0,95.0,0.0,0.0,0.0,24.0,7.0,57.0,13.0,71.0,183.0,0.0,0.0,467.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0
1575448200,0.0,0.0,11.0,1.0,97.0,0.0,0.0,0.0,21.0,9.0,35.0,10.0,58.0,221.0,0.0,0.0,407.0,142.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,333.0
1575448800,0.0,0.0,16.0,0.0,81.0,0.0,0.0,0.0,27.0,8.0,28.0,2.0,56.0,258.0,0.0,0.0,366.0,100.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,330.0
1575449400,0.0,0.0,41.0,0.0,66.0,0.0,0.0,0.0,29.0,5.0,28.0,7.0,57.0,209.0,0.0,0.0,369.0,91.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,334.0
1575450000,0.0,0.0,41.0,0.0,54.0,0.0,0.0,0.0,35.0,2.0,32.0,0.0,68.0,161.0,0.0,0.0,345.0,116.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,337.0
1575450600,0.0,0.0,64.0,0.0,53.0,0.0,0.0,0.0,21.0,0.0,36.0,0.0,64.0,117.0,0.0,0.0,346.0,88.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,407.0
1575451200,0.0,0.0,67.0,0.0,53.0,0.0,0.0,0.0,20.0,2.0,31.0,0.0,60.0,124.0,0.0,0.0,326.0,109.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,0.0,361.0
1575451800,0.0,0.0,69.0,0.0,55.0,0.0,0.0,0.0,19.0,0.0,22.0,0.0,71.0,135.0,0.0,0.0,319.0,136.0,0.0,0.0,0.0,0.0,92.0,3.0,0.0,0.0,335.0
1575452400,0.0,0.0,73.0,0.0,65.0,0.0,0.0,0.0,26.0,1.0,24.0,0.0,74.0,152.0,0.0,0.0,317.0,137.0,0.0,0.0,0.0,0.0,48.0,5.0,0.0,0.0,288.0
1575453000,0.0,0.0,114.0,0.0,66.0,0.0,0.0,0.0,18.0,5.0,18.0,0.0,82.0,184.0,0.0,0.0,353.0,188.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,248.0
1575453600,0.0,0.0,133.0,0.0,61.0,0.0,0.0,0.0,26.0,20.0,12.0,0.0,82.0,200.0,0.0,0.0,292.0,226.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,0.0,252.0
1575454200,0.0,0.0,156.0,0.0,49.0,0.0,0.0,0.0,25.0,17.0,10.0,0.0,82.0,203.0,0.0,0.0,332.0,165.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,204.0
1575454800,0.0,0.0,143.0,0.0,44.0,0.0,0.0,0.0,40.0,27.0,7.0,0.0,95.0,198.0,0.0,0.0,308.0,157.0,0.0,0.0,0.0,0.0,37.0,14.0,0.0,0.0,187.0
1575455400,0.0,0.0,124.0,0.0,55.0,0.0,0.0,0.0,35.0,18.0,4.0,0.0,93.0,229.0,0.0,0.0,320.0,106.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,152.0
1575456000,0.0,0.0,159.0,0.0,54.0,0.0,0.0,0.0,29.0,13.0,6.0,0.0,99.0,217.0,0.0,0.0,307.0,99.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,152.0
1575456600,0.0,0.0,161.0,0.0,36.0,0.0,0.0,0.0,29.0,47.0,5.0,0.0,91.0,211.0,0.0,0.0,314.0,115.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,169.0
1575457200,0.0,0.0,165.0,0.0,45.0,0.0,0.0,0.0,33.0,32.0,10.0,0.0,83.0,214.0,0.0,0.0,276.0,113.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,172.0
1575457800,0.0,0.0,168.0,0.0,39.0,0.0,0.0,0.0,34.0,19.0,8.0,0.0,102.0,208.0,0.0,0.0,291.0,94.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,252.0
1575458400,0.0,0.0,122.0,0.0,29.0,0.0,0.0,0.0,33.0,16.0,6.0,0.0,88.0,194.0,0.0,0.0,353.0,68.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,287.0
1575459000,0.0,0.0,88.0,0.0,29.0,0.0,0.0,0.0,31.0,21.0,5.0,0.0,72.0,154.0,0.0,0.0,380.0,64.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,194.0
1575459600,0.0,0.0,103.0,0.0,20.0,0.0,0.0,0.0,29.0,16.0,5.0,0.0,57.0,171.0,0.0,0.0,400.0,56.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,173.0
1575460200,0.0,0.0,132.0,0.0,18.0,0.0,0.0,0.0,34.0,7.0,8.0,0.0,69.0,136.0,0.0,0.0,379.0,57.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,85.0
1575460800,0.0,0.0,97.0,0.0,14.0,0.0,0.0,0.0,32.0,14.0,3.0,0.0,75.0,131.0,0.0,0.0,383.0,46.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,59.0
1575461400,0.0,0.0,76.0,0.0,6.0,0.0,0.0,0.0,24.0,12.0,1.0,0.0,58.0,123.0,0.0,0.0,442.0,33.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,56.0
1575462000,0.0,0.0,94.0,0.0,14.0,0.0,0.0,0.0,27.0,20.0,0.0,2.0,65.0,151.0,0.0,0.0,402.0,35.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,71.0
1575462600,0.0,0.0,112.0,0.0,11.0,0.0,0.0,0.0,20.0,24.0,0.0,2.0,65.0,126.0,0.0,0.0,327.0,41.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,48.0
1575463200,0.0,0.0,99.0,0.0,8.0,0.0,0.0,0.0,33.0,15.0,0.0,2.0,99.0,125.0,0.0,0.0,302.0,38.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,48.0
1575463800,0.0,0.0,81.0,0.0,4.0,0.0,0.0,0.0,39.0,10.0,0.0,5.0,60.0,102.0,0.0,0.0,280.0,25.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,44.0
1575464400,0.0,0.0,77.0,0.0,6.0,0.0,0.0,0.0,43.0,11.0,0.0,1.0,56.0,107.0,0.0,0.0,359.0,35.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,54.0
1575465000,0.0,0.0,80.0,0.0,8.0,0.0,0.0,0.0,58.0,37.0,0.0,1.0,59.0,86.0,0.0,0.0,342.0,33.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,54.0
1575465600,0.0,0.0,73.0,0.0,7.0,0.0,0.0,0.0,55.0,65.0,0.0,1.0,42.0,83.0,0.0,0.0,342.0,41.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,57.0
1575466200,0.0,0.0,73.0,0.0,5.0,0.0,0.0,0.0,54.0,88.0,0.0,2.0,34.0,75.0,0.0,0.0,396.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0
1575466800,0.0,0.0,63.0,0.0,5.0,0.0,0.0,0.0,42.0,80.0,0.0,10.0,33.0,75.0,0.0,0.0,356.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45.0
1575467400,0.0,0.0,136.0,1.0,4.0,0.0,0.0,0.0,84.0,143.0,0.0,21.0,37.0,117.0,0.0,0.0,665.0,63.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,62.0
1575468000,0.0,0.0,89.0,1.0,1.0,0.0,0.0,0.0,37.0,119.0,0.0,18.0,24.0,54.0,0.0,0.0,277.0,30.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,21.0
1575468600,0.0,0.0,78.0,0.0,3.0,0.0,0.0,0.0,30.0,136.0,0.0,18.0,19.0,60.0,0.0,0.0,239.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,33.0
1575469200,0.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,19.0,149.0,0.0,41.0,18.0,56.0,0.0,0.0,218.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
1575469800,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,18.0,141.0,0.0,30.0,18.0,61.0,0.0,0.0,237.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1575470400,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,32.0,143.0,0.0,25.0,9.0,58.0,0.0,0.0,261.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
1575471000,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,15.0,159.0,0.0,38.0,10.0,50.0,0.0,0.0,247.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
1575471600,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,12.0,189.0,0.0,40.0,3.0,65.0,0.0,0.0,274.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0
1575472200,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,9.0,198.0,0.0,40.0,7.0,47.0,0.0,0.0,272.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
1575472800,0.0,0.0,56.0,0.0,2.0,0.0,2.0,0.0,6.0,217.0,0.0,121.0,11.0,30.0,0.0,0.0,206.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
1575473400,0.0,0.0,52.0,0.0,1.0,0.0,1.0,0.0,12.0,186.0,0.0,201.0,24.0,25.0,0.0,0.0,155.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
1575474000,0.0,0.0,53.0,0.0,1.0,0.0,2.0,0.0,10.0,190.0,0.0,132.0,26.0,23.0,0.0,0.0,124.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
1575474600,0.0,0.0,97.0,0.0,1.0,0.0,1.0,0.0,11.0,221.0,0.0,174.0,24.0,33.0,0.0,0.0,76.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0
1575475200,0.0,0.0,104.0,0.0,3.0,0.0,3.0,0.0,9.0,261.0,0.0,147.0,25.0,25.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
1575475800,0.0,0.0,77.0,0.0,0.0,0.0,1.0,0.0,14.0,333.0,2.0,131.0,29.0,30.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
1575476400,0.0,0.0,70.0,0.0,0.0,0.0,2.0,0.0,20.0,367.0,3.0,206.0,26.0,31.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
1575477000,0.0,0.0,85.0,2.0,0.0,0.0,6.0,0.0,12.0,323.0,0.0,219.0,29.0,38.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0
1575477600,0.0,0.0,127.0,2.0,1.0,0.0,18.0,0.0,11.0,349.0,0.0,140.0,26.0,29.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,133.0
1575478200,0.0,0.0,122.0,2.0,1.0,0.0,7.0,0.0,12.0,304.0,4.0,74.0,43.0,35.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,118.0
1575478800,0.0,0.0,96.0,0.0,0.0,0.0,2.0,0.0,11.0,329.0,6.0,76.0,44.0,48.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,158.0
1575479400,0.0,0.0,98.0,4.0,0.0,0.0,5.0,0.0,18.0,377.0,8.0,153.0,44.0,78.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,170.0
1575480000,0.0,0.0,99.0,2.0,0.0,0.0,5.0,0.0,27.0,289.0,21.0,158.0,50.0,185.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,277.0
1575480600,0.0,0.0,101.0,1.0,0.0,0.0,6.0,0.0,44.0,264.0,35.0,195.0,82.0,221.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,331.0
1575481200,0.0,0.0,100.0,2.0,0.0,0.0,2.0,0.0,45.0,261.0,38.0,235.0,121.0,225.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,293.0
1575481800,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0,62.0,246.0,32.0,322.0,252.0,190.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,288.0
1575482400,0.0,0.0,121.0,1.0,0.0,0.0,1.0,0.0,67.0,268.0,44.0,344.0,333.0,266.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,300.0
1575483000,0.0,0.0,160.0,5.0,3.0,0.0,0.0,0.0,64.0,195.0,42.0,357.0,382.0,344.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,322.0
1575483600,0.0,0.0,239.0,2.0,10.0,0.0,0.0,0.0,53.0,188.0,40.0,374.0,598.0,370.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,302.0
1575484200,0.0,0.0,230.0,5.0,7.0,0.0,0.0,0.0,60.0,214.0,60.0,382.0,795.0,370.0,0.0,0.0,0.0,27.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,24.0,322.0
1575484800,0.0,0.0,201.0,7.0,4.0,0.0,0.0,0.0,57.0,259.0,62.0,318.0,813.0,331.0,0.0,0.0,2.0,20.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,27.0,300.0
1575485400,0.0,0.0,299.0,5.0,6.0,0.0,0.0,0.0,103.0,267.0,70.0,312.0,888.0,411.0,0.0,0.0,5.0,39.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,15.0,326.0
1575486000,0.0,0.0,350.0,3.0,5.0,0.0,0.0,0.0,133.0,254.0,66.0,340.0,1012.0,489.0,0.0,0.0,13.0,65.0,0.0,0.0,4.0,0.0,13.0,1.0,0.0,20.0,287.0
1575486600,1.0,0.0,378.0,10.0,6.0,0.0,0.0,0.0,117.0,239.0,65.0,306.0,1066.0,599.0,0.0,0.0,16.0,82.0,0.0,0.0,7.0,0.0,38.0,0.0,0.0,38.0,315.0
1575487200,0.0,0.0,102.0,4.0,4.0,0.0,0.0,0.0,26.0,54.0,26.0,110.0,297.0,177.0,0.0,0.0,4.0,41.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,17.0,72.0
1575487800,0.0,0.0,342.0,11.0,2.0,0.0,5.0,0.0,114.0,160.0,76.0,307.0,1084.0,446.0,0.0,0.0,19.0,110.0,0.0,0.0,20.0,0.0,72.0,0.0,0.0,35.0,250.0
1575488400,4.0,0.0,430.0,12.0,6.0,0.0,3.0,0.0,204.0,229.0,128.0,456.0,1423.0,666.0,0.0,0.0,30.0,174.0,0.0,0.0,27.0,0.0,69.0,0.0,0.0,40.0,311.0
1575489000,2.0,0.0,482.0,9.0,17.0,0.0,3.0,0.0,186.0,224.0,156.0,540.0,1723.0,631.0,0.0,0.0,17.0,201.0,0.0,0.0,54.0,0.0,146.0,0.0,0.0,37.0,292.0
1575489600,6.0,0.0,525.0,34.0,15.0,0.0,3.0,0.0,219.0,227.0,137.0,592.0,1646.0,751.0,0.0,0.0,17.0,241.0,0.0,0.0,117.0,0.0,269.0,0.0,0.0,36.0,264.0
1575490200,3.0,0.0,590.0,58.0,23.0,0.0,32.0,0.0,274.0,251.0,150.0,555.0,1664.0,802.0,0.0,0.0,14.0,243.0,0.0,0.0,96.0,0.0,266.0,0.0,0.0,36.0,258.0
1575490800,2.0,0.0,525.0,44.0,11.0,0.0,22.0,0.0,240.0,235.0,139.0,413.0,1461.0,672.0,0.0,0.0,15.0,236.0,0.0,0.0,138.0,0.0,284.0,0.0,0.0,28.0,219.0
1575491400,5.0,0.0,509.0,26.0,8.0,0.0,26.0,0.0,138.0,217.0,119.0,333.0,1142.0,505.0,0.0,0.0,11.0,134.0,0.0,0.0,178.0,1.0,199.0,0.0,0.0,42.0,169.0
1575492000,1.0,0.0,72.0,2.0,0.0,0.0,1.0,0.0,12.0,21.0,9.0,30.0,122.0,65.0,0.0,0.0,3.0,19.0,0.0,0.0,16.0,0.0,20.0,0.0,0.0,4.0,22.0
1575492600,0.0,0.0,28.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,20.0,60.0,38.0,0.0,0.0,1.0,11.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,3.0,13.0
